"","beef","chicken","pork","farmedfish","total"
"Tax (USD/kg)",5,5,5,0,NA
"Δ Consumer price (USD/kg)",2.76867048145022,1.82142141845411,2.77067071309334,1.26987040538142,NA
"Δ Consumer price (%)",0.374579982337611,0.397282574313283,0.306839730344678,0.0687215090717005,NA
"Δ Producer price (USD/kg)",-2.23132951854978,-3.17857858154589,-2.22932928690666,1.26987040538142,NA
"Δ Producer price (%)",-0.301881851685714,-0.693301324306038,-0.246888521978212,0.0687215090717005,NA
"Δ Consumption (kg)",-4.95013922967081,-7.18002816123436,-3.77735998843117,0.249708758041391,-15.6578186212949
"Δ Consumption (%)",-0.195694700160551,-0.23259704750565,-0.171140662218669,0.0480412401480224,-0.187667934078103
"Tax revenue (USD)",101.725371563486,118.444642118468,91.4715432902892,0,311.641556972243
"Δ Emissions (kg CO2-eq.)",-418.088759337996,-70.8668779513831,-46.4993014575877,3.40353037210416,-532.051408374863
"Δ Emissions (%)",-0.195694700160551,-0.23259704750565,-0.171140662218669,0.0480412401480224,-0.19113385881544
"Δ Direct deaths",-0.0261021616710335,-6.6702893205597,-0.0781867856522432,0.150244507450878,-6.6243337604321
"Δ Direct deaths (%)",-0.195694700160551,-0.23259704750565,-0.171140662218669,0.0480412401480223,-0.204485721059907
"Δ Total deaths",-0.0284534401513832,-7.6993074459377,-3.14915641894723,1.48677861488736,-9.39013869014896
"Δ Total deaths (%)",-0.195694700160551,-0.23259704750565,-0.171140662218669,0.0480412401480223,-0.113687807250771
"Δ Direct time in agriculture (days)",-28.6601735147948,-326.844176707426,-13.1353799895768,48.997970687868,-319.641759523929
"Δ Direct time in agriculture (%)",-0.195694700160551,-0.23259704750565,-0.171140662218669,0.0480412401480223,-0.120696272313058
"Δ Total time in agriculture (days)",-29.4273620932402,-332.721188617334,-16.8249975559531,53.8351906392013,-325.138357627326
"Δ Total time in agriculture (%)",-0.195694700160551,-0.23259704750565,-0.171140662218669,0.0480412401480223,-0.116131201179507
"SCAU threshold (direct deaths)",NA,NA,NA,NA,NA
"SCAU threshold (total deaths)",NA,NA,NA,NA,NA
"SCAU threshold (direct time)",NA,NA,NA,NA,NA
"SCAU threshold (total time)",NA,NA,NA,NA,NA
