"","beef","chicken","pork","farmedfish","total"
"Tax (USD/kg)",0.8446,0.0987,0.1231,0,NA
"Δ Consumer price (USD/kg)",0.358351029517498,0.0411968660332329,0.0858610995902414,0.0704288077761035,NA
"Δ Consumer price (%)",0.0484821589303106,0.00898572775388421,0.00950874332372519,0.00381139203810393,NA
"Δ Producer price (USD/kg)",-0.486248970482502,-0.0575031339667671,-0.0372389004097595,0.0704288077761035,NA
"Δ Producer price (%)",-0.0657857740729094,-0.0125423984048612,-0.00412404624846446,0.00381139203810393,NA
"Δ Consumption (kg)",-1.02190844280461,-0.0871514587269644,-0.0603003487531488,0.0139786391882462,-1.15538161109648
"Δ Consumption (%)",-0.0403992811166814,-0.00282327193299163,-0.0027320249193185,0.00268933764058759,-0.0138479110833112
"Tax revenue (USD)",20.5012334870912,3.03816416595604,2.70959943745128,0,26.2489970904986
"Δ Emissions (kg CO2-eq.)",-86.3103870792775,-0.860184897635122,-0.742297293151239,0.190528852135799,-87.722340417928
"Δ Emissions (%)",-0.0403992811166814,-0.00282327193299158,-0.00273202491931842,0.00268933764058764,-0.0315133259013705
"Δ Direct deaths",-0.00538853922071478,-0.0809642290202,-0.00124814432756143,0.00841065317910683,-0.0791902593893693
"Δ Direct deaths (%)",-0.0403992811166814,-0.0028232719329916,-0.00273202491931845,0.00268933764058765,-0.00244451410176228
"Δ Total deaths",-0.00587393795779514,-0.093454490711288,-0.050271944141496,0.0832295269630308,-0.0663708458475484
"Δ Total deaths (%)",-0.0403992811166814,-0.00282327193299169,-0.00273202491931849,0.0026893376405876,-0.00080356171285336
"Δ Direct time in agriculture (days)",-5.91661606434485,-3.96724722198996,-0.209688247030314,2.74289519748618,-7.35065633587895
"Δ Direct time in agriculture (%)",-0.0403992811166815,-0.00282327193299172,-0.00273202491931838,0.00268933764058758,-0.00277559734409025
"Δ Total time in agriculture (days)",-6.07499473798649,-4.03858261920595,-0.268587908884001,3.01368166450584,-7.3684836015706
"Δ Total time in agriculture (%)",-0.0403992811166815,-0.00282327193299165,-0.00273202491931843,0.00268933764058766,-0.00263183605209297
"SCAU threshold (direct deaths)",NA,NA,NA,NA,NA
"SCAU threshold (total deaths)",NA,NA,NA,NA,NA
"SCAU threshold (direct time)",NA,NA,NA,NA,NA
"SCAU threshold (total time)",NA,NA,NA,NA,NA
