"","beef","chicken","pork","farmedfish","total"
"Tax (USD/kg)",0.0052730156587473,0.929006010947592,0.0206987911905945,0,NA
"Δ Consumer price (USD/kg)",0.0303179929390769,0.192115186438333,0.031319067061558,0.060795134257873,NA
"Δ Consumer price (%)",0.00410179302149483,0.0419035458019791,0.00346845045367598,0.003290047041582,NA
"Δ Producer price (USD/kg)",0.0250449772803298,-0.736890824509258,0.0106202758709628,0.060795134257873,NA
"Δ Producer price (%)",0.00338839425282488,-0.160728253650023,0.00117614935944304,0.003290047041582,NA
"Δ Consumption (kg)",0.0519057382329962,-1.18812032655538,0.0171818271517736,0.0120674797700122,-1.1069652814006
"Δ Consumption (%)",0.00205199842041488,-0.0384891638072239,0.000778456193184415,0.0023216514236816,-0.0132676136108834
"Tax revenue (USD)",0.133655756870745,27.5736752939794,0.457212503594155,0,28.1645435544443
"Δ Emissions (kg CO2-eq.)",4.38395865115899,-11.7267476231016,0.211508292238307,0.164479749265269,-6.96680093043901
"Δ Emissions (%)",0.00205199842041494,-0.0384891638072239,0.000778456193184316,0.00232165142368163,-0.00250274978032878
"Δ Direct deaths",0.000273699770481417,-1.10377092509896,0.000355643052487475,0.00726074875562999,-1.09588083352036
"Δ Direct deaths (%)",0.0020519984204148,-0.038489163807224,0.000778456193184472,0.00232165142368162,-0.0338286068520083
"Δ Total deaths",0.000298354601315748,-1.27404843985252,0.014324359190006,0.071850386820099,-1.1875753392411
"Δ Total deaths (%)",0.00205199842041482,-0.038489163807224,0.000778456193184345,0.00232165142368166,-0.0143781514542538
"Δ Direct time in agriculture (days)",0.30052234798859,-54.0847753298492,0.0597480328178932,2.36788659190518,-51.3566183571375
"Δ Direct time in agriculture (%)",0.00205199842041476,-0.038489163807224,0.000778456193184438,0.00232165142368161,-0.0193921858130894
"Δ Total time in agriculture (days)",0.308566867077957,-55.0572781045973,0.0765307518268799,2.6016511357027,-52.0705293499898
"Δ Total time in agriculture (%)",0.00205199842041473,-0.038489163807224,0.000778456193184446,0.00232165142368153,-0.0185982766339682
"SCAU threshold (direct deaths)",NA,NA,NA,NA,NA
"SCAU threshold (total deaths)",NA,NA,NA,NA,NA
"SCAU threshold (direct time)",NA,NA,NA,NA,NA
"SCAU threshold (total time)",NA,NA,NA,NA,NA
