"","CarbonTaxLevel","CarbonTaxRevenue","CarbonTaxDeltaCarbon","CarbonTaxDeltaDD"
"1175",11.75,31.4986789622969,-102.919957230819,-0.102709708803654
"1176",11.76,31.5244701077945,-103.006372269366,-0.102796725882873
"1177",11.77,31.550259549789,-103.092785201058,-0.102883742307398
"1178",11.78,31.5760472883441,-103.179196025857,-0.10297075808069
"1179",11.79,31.6018333235312,-103.265604743059,-0.103057773196595
"1180",11.8,31.6276176554108,-103.352011352903,-0.10314478766077
"1181",11.81,31.6534002840524,-103.438415854853,-0.103231801472862
"1182",11.82,31.6791812095235,-103.524818248555,-0.103318814631799
"1183",11.83,31.7049604318864,-103.611218534086,-0.103405827135194
"1184",11.84,31.7307379512125,-103.697616710757,-0.1034928389876
"1185",11.85,31.7565137675649,-103.784012778579,-0.103579850185805
"1186",11.86,31.7822878810124,-103.870406737088,-0.103666860731081
"1187",11.87,31.8080602916165,-103.956798586431,-0.103753870624279
"1188",11.88,31.8338309994505,-104.043188325769,-0.103840879862499
"1189",11.89,31.8596000045764,-104.129575955207,-0.103927888451118
"1190",11.9,31.885367307061,-104.215961474461,-0.104014896386564
"1191",11.91,31.911132906975,-104.302344882894,-0.104101903666251
"1192",11.92,31.9368968043805,-104.388726180615,-0.104188910293277
"1193",11.93,31.9626589993443,-104.475105367341,-0.104275916268407
"1194",11.94,31.9884194919342,-104.561482442684,-0.104362921592539
"1195",11.95,32.0141782822161,-104.647857406435,-0.104449926264591
"1196",11.96,32.039935370256,-104.734230258383,-0.104536930279169
"1197",11.97,32.0656907561227,-104.820600998057,-0.104623933645365
"1198",11.98,32.0914444398808,-104.906969625366,-0.10471093635925
"1199",11.99,32.1171964215973,-104.993336139998,-0.104797938421766
"1200",12,32.142946701339,-105.07970054167,-0.104884939828844
"1201",12.01,32.1686952791718,-105.16606283018,-0.104971940586682
"1202",12.02,32.1944421551639,-105.252423005121,-0.105058940690865
"1203",12.03,32.2201873293815,-105.338781066266,-0.105145940143309
"1204",12.04,32.2459308018899,-105.42513701345,-0.105232938940629
"1205",12.05,32.2716725727568,-105.511490846325,-0.105319937089285
"1206",12.06,32.2974126420479,-105.597842564707,-0.10540693458337
"1207",12.07,32.3231510098319,-105.684192168145,-0.105493931428345
"1208",12.08,32.3488876761739,-105.770539656519,-0.105580927621157
"1209",12.09,32.3746226411407,-105.856885029537,-0.105667923162242
"1210",12.1,32.400355904799,-105.943228286942,-0.105754918049313
"1211",12.11,32.4260874672134,-106.029569428636,-0.105841912289266
"1212",12.12,32.4518173284584,-106.115908453712,-0.105928905871988
"1213",12.13,32.4775454885892,-106.202245362856,-0.106015898808658
"1214",12.14,32.5032719476833,-106.288580154908,-0.106102891088173
"1215",12.15,32.5289967058022,-106.374912830027,-0.106189882721756
"1216",12.16,32.5547197630097,-106.461243388199,-0.106276873699547
"1217",12.17,32.5804411193792,-106.54757182861,-0.106363864028227
"1218",12.18,32.6061607749715,-106.633898151485,-0.106450853701972
"1219",12.19,32.6318787298607,-106.720222355958,-0.106537842728185
"1220",12.2,32.6575949841067,-106.806544442319,-0.106624831105267
"1221",12.21,32.6833095377772,-106.892864410242,-0.106711818825675
"1222",12.22,32.7090223909456,-106.979182258904,-0.106798805899627
"1223",12.23,32.73473354367,-107.065497988764,-0.106885792319945
"1224",12.24,32.7604429960217,-107.151811599189,-0.106972778088096
"1225",12.25,32.7861507480654,-107.238123090093,-0.107059763210296
"1226",12.26,32.8118567998706,-107.324432460983,-0.107146747677065
"1227",12.27,32.8375611515024,-107.410739711734,-0.107233731493631
"1228",12.28,32.8632638030293,-107.497044841968,-0.107320714659719
"1229",12.29,32.8889647545149,-107.58334785166,-0.107407697176311
"1230",12.3,32.9146640060322,-107.669648740068,-0.107494679041233
"1231",12.31,32.9403615576428,-107.755947507344,-0.107581660256523
"1232",12.32,32.966057409415,-107.842244153115,-0.107668640822827
"1233",12.33,32.9917515614159,-107.92853867711,-0.107755620735848
"1234",12.34,33.0174440137141,-108.01483107891,-0.107842599998717
"1235",12.35,33.0431347663718,-108.101121358644,-0.107929578610977
"1236",12.36,33.0688238194608,-108.187409515649,-0.108016556575456
"1237",12.37,33.0945111730483,-108.273695549646,-0.108103533884732
"1238",12.38,33.1201968271968,-108.359979460729,-0.108190510548672
"1239",12.39,33.1458807819761,-108.446261248399,-0.108277486557719
"1240",12.4,33.1715630374556,-108.532540912209,-0.108364461922719
"1241",12.41,33.1972435936987,-108.618818452178,-0.108451436632502
"1242",12.42,33.2229224507711,-108.705093868141,-0.108538410695326
"1243",12.43,33.2485996087431,-108.791367159576,-0.108625384107553
"1244",12.44,33.2742750676836,-108.877638326063,-0.108712356869257
"1245",12.45,33.2999488276547,-108.963907367732,-0.108799328983541
"1246",12.46,33.3256208887266,-109.050174284074,-0.108886300444136
"1247",12.47,33.3512912509645,-109.13643907497,-0.108973271256196
"1248",12.48,33.376959914438,-109.222701739952,-0.109060241421488
"1249",12.49,33.4026268792127,-109.308962278868,-0.109147210935388
"1250",12.5,33.4282921453558,-109.395220691452,-0.109234179797681
"1251",12.51,33.453955712935,-109.481476977392,-0.109321148012872
"1252",12.52,33.4796175820167,-109.567731136479,-0.109408115580078
"1253",12.53,33.5052777526637,-109.653983168784,-0.10949508249503
"1254",12.54,33.5309362249541,-109.740233073178,-0.10958204875796
"1255",12.55,33.5565929989471,-109.826480850029,-0.109669014377418
"1256",12.56,33.5822480747113,-109.912726498956,-0.109755979345874
"1257",12.57,33.6079014523129,-109.998970019766,-0.109842943663941
"1258",12.58,33.633553131822,-110.085211411971,-0.109929907335742
"1259",12.59,33.6592031133029,-110.171450675527,-0.110016870354507
"1260",12.6,33.6848513968249,-110.257687810007,-0.110103832728062
"1261",12.61,33.710497982455,-110.343922815158,-0.110190794447519
"1262",12.62,33.7361428702565,-110.430155691038,-0.110277755524756
"1263",12.63,33.7617860603031,-110.516386436856,-0.110364715947744
"1264",12.64,33.7874275526594,-110.602615052566,-0.110451675725911
"1265",12.65,33.8130673473893,-110.68884153816,-0.110538634853015
"1266",12.66,33.8387054445656,-110.775065892937,-0.110625593332725
"1267",12.67,33.8643418442522,-110.861288116905,-0.110712551160929
"1268",12.68,33.8899765465188,-110.947508209601,-0.110799508343341
"1269",12.69,33.9156095514277,-111.033726171165,-0.110886464877428
"1270",12.7,33.9412408590531,-111.11994200078,-0.110973420760486
"1271",12.71,33.9668704694591,-111.206155698433,-0.111060376003086
"1272",12.72,33.99249838271,-111.292367264099,-0.111147330587755
"1273",12.73,34.018124598879,-111.378576697062,-0.111234284528618
"1274",12.74,34.0437491180326,-111.464783997111,-0.111321237818165
"1275",12.75,34.0693719402325,-111.55098916443,-0.111408190462509
"1276",12.76,34.0949930655505,-111.637192198405,-0.111495142458863
"1277",12.77,34.1206124940533,-111.723393098829,-0.111582093805777
"1278",12.78,34.1462302258076,-111.809591865491,-0.11166904450848
"1279",12.79,34.1718462608827,-111.895788497974,-0.111755994559195
"1280",12.8,34.197460599346,-111.981982996018,-0.111842943961092
"1281",12.81,34.22307324126,-112.068175359734,-0.111929892717529
"1282",12.82,34.2486841866989,-112.15436558834,-0.112016840824738
"1283",12.83,34.2742934357282,-112.240553681715,-0.112103788289173
"1284",12.84,34.2999009884157,-112.326739639571,-0.112190735098394
"1285",12.85,34.3255068448247,-112.412923461969,-0.112277681264145
"1286",12.86,34.3511110050253,-112.499105148434,-0.112364626784
"1287",12.87,34.3767134690843,-112.585284698766,-0.112451571653158
"1288",12.88,34.4023142370746,-112.671462112264,-0.112538515877177
"1289",12.89,34.4279133090591,-112.757637389036,-0.112625459450401
"1290",12.9,34.4535106851015,-112.843810529102,-0.112712402383498
"1291",12.91,34.4791063652773,-112.929981531593,-0.112799344662042
"1292",12.92,34.5047003496478,-113.016150396719,-0.112886286296925
"1293",12.93,34.5302926382858,-113.102317123802,-0.112973227282468
"1294",12.94,34.5558832312552,-113.188481712872,-0.113060167619769
"1295",12.95,34.5814721286243,-113.2746441636,-0.113147107313152
"1296",12.96,34.6070593304605,-113.360804475745,-0.113234046358012
"1297",12.97,34.6326448368341,-113.446962648827,-0.113320984758826
"1298",12.98,34.658228647809,-113.533118682865,-0.113407922507909
"1299",12.99,34.6838107634551,-113.619272577421,-0.113494859618407
"1300",13,34.7093911838356,-113.705424332569,-0.113581796074241
"1301",13.01,34.7349699090267,-113.791573947381,-0.113668731886499
"1302",13.02,34.7605469390894,-113.87772142212,-0.113755667053635
"1303",13.03,34.7861222740934,-113.963866756344,-0.113842601569831
"1304",13.04,34.8116959141071,-114.050009949743,-0.113929535442153
"1305",13.05,34.8372678591953,-114.136151002275,-0.114016468669827
"1306",13.06,34.8628381094318,-114.222289913199,-0.1141034012448
"1307",13.07,34.8884066648799,-114.308426682591,-0.114190333178262
"1308",13.08,34.9139735256019,-114.394561310598,-0.114277264469847
"1309",13.09,34.9395386916771,-114.480693796078,-0.114364195104901
"1310",13.1,34.9651021631653,-114.566824139363,-0.114451125103944
"1311",13.11,34.9906639401366,-114.652952340015,-0.114538054449589
"1312",13.12,35.0162240226615,-114.739078397546,-0.114624983150385
"1313",13.13,35.0417824108003,-114.825202312278,-0.114711911208758
"1314",13.14,35.0673391046303,-114.911324083217,-0.114798838616317
"1315",13.15,35.0928941042113,-114.997443710698,-0.114885765380564
"1316",13.16,35.1184474096153,-115.083561194139,-0.11497269150126
"1317",13.17,35.1439990209091,-115.169676533349,-0.115059616972399
"1318",13.18,35.1695489381615,-115.255789728001,-0.115146541799662
"1319",13.19,35.1950971614379,-115.341900778,-0.115233465980118
"1320",13.2,35.2206436908099,-115.428009682805,-0.115320389517666
"1321",13.21,35.2461885263441,-115.514116442243,-0.115407312408355
"1322",13.22,35.2717316681047,-115.600221056324,-0.115494234653094
"1323",13.23,35.2972731161619,-115.686323524614,-0.11558115625138
"1324",13.24,35.3228128705882,-115.772423846495,-0.115668077207131
"1325",13.25,35.3483509314425,-115.858522022373,-0.115754997512778
"1326",13.26,35.3738872988,-115.944618051443,-0.115841917177638
"1327",13.27,35.399421972729,-116.030711933407,-0.115928836196433
"1328",13.28,35.4249549532887,-116.116803668665,-0.116015754569581
"1329",13.29,35.4504862405572,-116.202893256172,-0.11610267229464
"1330",13.3,35.4760158345965,-116.288980696122,-0.116189589377756
"1331",13.31,35.5015437354799,-116.375065987846,-0.116276505815903
"1332",13.32,35.5270699432675,-116.46114913167,-0.116363421609323
"1333",13.33,35.5525944580359,-116.54723012668,-0.116450336757812
"1334",13.34,35.5781172798469,-116.633308973077,-0.116537251259775
"1335",13.35,35.6036384087661,-116.719385670777,-0.116624165118537
"1336",13.36,35.6291578448724,-116.805460218695,-0.11671107833278
"1337",13.37,35.6546755882248,-116.891532617239,-0.116797990900378
"1338",13.38,35.6801916388958,-116.977602865822,-0.116884902825167
"1339",13.39,35.7057059969556,-117.063670964015,-0.116971814107676
"1340",13.4,35.7312186624623,-117.149736912282,-0.117058724743161
"1341",13.41,35.7567296354871,-117.235800710143,-0.117145634733299
"1342",13.42,35.7822389161065,-117.321862356693,-0.11723254408036
"1343",13.43,35.8077465043824,-117.407921852132,-0.117319452781637
"1344",13.44,35.8332524003806,-117.49397919636,-0.117406360840482
"1345",13.45,35.8587566041801,-117.580034388313,-0.117493268254938
"1346",13.46,35.8842591158327,-117.66608742893,-0.117580175025543
"1347",13.47,35.90975993542,-117.752138316951,-0.117667081151763
"1348",13.48,35.9352590630022,-117.838187052693,-0.117753986632254
"1349",13.49,35.9607564986502,-117.924233635694,-0.117840891472287
"1350",13.5,35.9862522424336,-118.010278065579,-0.117927795663633
"1351",13.51,36.0117462944217,-118.096320341996,-0.118014699215588
"1352",13.52,36.0372386546757,-118.182360465211,-0.118101602120696
"1353",13.53,36.0627293232753,-118.268398434086,-0.118188504386071
"1354",13.54,36.0882183002787,-118.354434249113,-0.118275406005279
"1355",13.55,36.1137055857559,-118.440467909891,-0.118362306983022
"1356",13.56,36.1391911797763,-118.526499416061,-0.118449207313544
"1357",13.57,36.1646750824113,-118.612528767134,-0.11853610699931
"1358",13.58,36.1901572937236,-118.698555963245,-0.118623006046039
"1359",13.59,36.2156378137858,-118.78458100382,-0.118709904450004
"1360",13.6,36.2411166426658,-118.870603888613,-0.118796802205411
"1361",13.61,36.2665937804301,-118.956624617489,-0.118883699322479
"1362",13.62,36.2920692271434,-119.042643190451,-0.118970595791313
"1363",13.63,36.3175429828858,-119.128659606363,-0.119057491623812
"1364",13.64,36.3430150477138,-119.214673865828,-0.119144386810296
"1365",13.65,36.3684854217011,-119.300685968191,-0.119231281349544
"1366",13.66,36.3939541049099,-119.386695913633,-0.119318175251262
"1367",13.67,36.4194210974193,-119.472703701095,-0.119405068509001
"1368",13.68,36.4448863992916,-119.558709330767,-0.119491961124807
"1369",13.69,36.4703500105967,-119.644712802266,-0.119578853092816
"1370",13.7,36.4958119313981,-119.730714115676,-0.119665744423621
"1371",13.71,36.5212721617693,-119.816713270372,-0.11975263510929
"1372",13.72,36.5467307017793,-119.902710266032,-0.119839525147687
"1373",13.73,36.5721875514914,-119.988705102776,-0.119926414552236
"1374",13.74,36.5976427109789,-120.07469777997,-0.120013303308999
"1375",13.75,36.6230961803061,-120.160688297656,-0.120100191428304
"1376",13.76,36.6485479595504,-120.246676654919,-0.120187078900403
"1377",13.77,36.6739980487695,-120.332662852271,-0.120273965735234
"1378",13.78,36.6994464480352,-120.418646889209,-0.120360851920459
"1379",13.79,36.7248931574222,-120.504628765014,-0.120447737465442
"1380",13.8,36.750338176985,-120.590608480425,-0.120534622371562
"1381",13.81,36.7757815068069,-120.676586034118,-0.120621506638241
"1382",13.82,36.8012231469507,-120.762561426239,-0.120708390253008
"1383",13.83,36.8266630974835,-120.848534656614,-0.120795273231949
"1384",13.84,36.8521013584698,-120.934505725285,-0.12088215556614
"1385",13.85,36.8775379299894,-121.020474631157,-0.120969037263062
"1386",13.86,36.9029728121057,-121.106441374345,-0.121055918315864
"1387",13.87,36.9284060048821,-121.192405954952,-0.121142798728947
"1388",13.88,36.9538375083905,-121.27836837248,-0.121229678494729
"1389",13.89,36.9792673227069,-121.364328626117,-0.121316557624427
"1390",13.9,37.0046954478906,-121.45028671628,-0.12140343610884
"1391",13.91,37.0301218840101,-121.536242642698,-0.121490313956901
"1392",13.92,37.0555466311399,-121.622196404698,-0.121577191158625
"1393",13.93,37.0809696893422,-121.708148002464,-0.121664067718665
"1394",13.94,37.1063910586897,-121.794097435434,-0.121750943641165
"1395",13.95,37.1318107392506,-121.880044703392,-0.121837818918356
"1396",13.96,37.1572287311004,-121.965989805563,-0.121924693558451
"1397",13.97,37.1826450342911,-122.051932742892,-0.12201156755674
"1398",13.98,37.2080596489053,-122.137873514105,-0.122098440911094
"1399",13.99,37.2334725750071,-122.223812119271,-0.122185313625693
"1400",14,37.2588838126663,-122.309748558038,-0.122272185699453
"1401",14.01,37.2842933619507,-122.395682830222,-0.122359057132205
"1402",14.02,37.3097012229253,-122.481614935804,-0.122445927926396
"1403",14.03,37.3351073956674,-122.567544873915,-0.122532798073337
"1404",14.04,37.3605118802403,-122.653472644688,-0.122619667581392
"1405",14.05,37.3859146767117,-122.739398247915,-0.122706536453371
"1406",14.06,37.4113157851535,-122.825321683117,-0.122793404682424
"1407",14.07,37.4367152056299,-122.91124295035,-0.122880272274609
"1408",14.08,37.4621129382202,-122.9971620486,-0.122967139220791
"1409",14.09,37.4875089829785,-123.083078978649,-0.123054005526318
"1410",14.1,37.5129033399857,-123.168993739373,-0.123140871193233
"1411",14.11,37.5382960093016,-123.254906331143,-0.1232277362201
"1412",14.12,37.563686991004,-123.340816753063,-0.123314600613904
"1413",14.13,37.5890762851559,-123.426725005274,-0.12340146435248
"1414",14.14,37.614463891823,-123.512631087741,-0.123488327465029
"1415",14.15,37.6398498110833,-123.598534999545,-0.123575189926192
"1416",14.16,37.6652340430053,-123.684436740452,-0.123662051754414
"1417",14.17,37.6906165876481,-123.77033631088,-0.123748912938163
"1418",14.18,37.7159974450816,-123.856233710497,-0.123835773483644
"1419",14.19,37.7413766153845,-123.942128938351,-0.123922633392085
"1420",14.2,37.7667540986208,-124.028021994508,-0.12400949265625
"1421",14.21,37.7921298948555,-124.113912878998,-0.124096351284427
"1422",14.22,37.817504004168,-124.199801590804,-0.124183209267649
"1423",14.23,37.8428764266138,-124.285688130617,-0.124270066614876
"1424",14.24,37.868247162265,-124.371572497942,-0.124356923330554
"1425",14.25,37.8936162111983,-124.457454691966,-0.124443779394149
"1426",14.26,37.9189835734845,-124.543334712313,-0.124530634825013
"1427",14.27,37.9443492491769,-124.6292125598,-0.124617489607743
"1428",14.28,37.9697132383567,-124.715088233319,-0.124704343761283
"1429",14.29,37.9950755410891,-124.80096173286,-0.124791197276491
"1430",14.3,38.0204361574463,-124.88683305794,-0.124878050141447
"1431",14.31,38.0457950874963,-124.972702208372,-0.124964902375761
"1432",14.32,38.0711523313024,-125.058569184275,-0.125051753968247
"1433",14.33,38.0965078889437,-125.144433984702,-0.12513860492233
"1434",14.34,38.1218617604775,-125.230296610195,-0.125225455237488
"1435",14.35,38.1472139459844,-125.31615705968,-0.125312304911351
"1436",14.36,38.1725644455256,-125.402015333461,-0.125399153950424
"1437",14.37,38.1979132591761,-125.48787143084,-0.125486002351058
"1438",14.38,38.2232603869993,-125.573725351956,-0.125572850106024
"1439",14.39,38.2486058290657,-125.65957709645,-0.125659697233851
"1440",14.4,38.2739495854441,-125.745426664081,-0.12574654371376
"1441",14.41,38.2992916562111,-125.831274054059,-0.125833389559639
"1442",14.42,38.3246320414245,-125.917119266906,-0.125920234760173
"1443",14.43,38.3499707411594,-126.002962301945,-0.12600707932893
"1444",14.44,38.3753077554872,-126.088803158759,-0.126093923259091
"1445",14.45,38.4006430844683,-126.174641837685,-0.126180766551917
"1446",14.46,38.4259767281812,-126.260478337816,-0.126267609201117
"1447",14.47,38.4513086866931,-126.346312659027,-0.126354451212214
"1448",14.48,38.4766389600724,-126.432144801109,-0.126441292589883
"1449",14.49,38.5019675483854,-126.517974763992,-0.126528133329288
"1450",14.5,38.5272944516992,-126.603802547559,-0.12661497342834
"1451",14.51,38.552619670099,-126.689628150448,-0.126701812887429
"1452",14.52,38.5779432036338,-126.775451573792,-0.126788651712831
"1453",14.53,38.6032650523823,-126.861272816668,-0.126875489898168
"1454",14.54,38.6285852164128,-126.947091878871,-0.126962327447808
"1455",14.55,38.6539036957963,-127.032908760037,-0.127049164359968
"1456",14.56,38.6792204906004,-127.118723459999,-0.127136000632076
"1457",14.57,38.7045356008935,-127.204535978569,-0.127222836261811
"1458",14.58,38.729849026747,-127.290346315325,-0.127309671261184
"1459",14.59,38.7551607682295,-127.376154470059,-0.127396505621199
"1460",14.6,38.7804708254105,-127.461960442487,-0.127483339344711
"1461",14.61,38.8057791983568,-127.54776423253,-0.127570172431763
"1462",14.62,38.8310858871392,-127.633565839808,-0.127657004877281
"1463",14.63,38.856390891831,-127.719365263801,-0.127743836686565
"1464",14.64,38.8816942124936,-127.805162504784,-0.127830667859339
"1465",14.65,38.9069958492034,-127.890957562006,-0.127917498392935
"1466",14.66,38.9322958020313,-127.97675043511,-0.128004328295514
"1467",14.67,38.9575940710369,-128.062541124495,-0.128091157557308
"1468",14.68,38.9828906562996,-128.148329629209,-0.12817798617743
"1469",14.69,39.0081855578834,-128.234115949367,-0.128264814164923
"1470",14.7,39.0334787758543,-128.319900084936,-0.128351641519888
"1471",14.71,39.0587703102922,-128.405682034928,-0.128438468235989
"1472",14.72,39.0840601612608,-128.491461799486,-0.128525294313446
"1473",14.73,39.109348328827,-128.577239378505,-0.128612119752028
"1474",14.74,39.1346348130676,-128.663014771233,-0.128698944560775
"1475",14.75,39.1599196140415,-128.74878797812,-0.12878576872538
"1476",14.76,39.1852027318275,-128.834558998276,-0.128872592258612
"1477",14.77,39.2104841664907,-128.92032783172,-0.128959415153017
"1478",14.78,39.2357639181019,-129.006094478111,-0.129046237408943
"1479",14.79,39.2610419867296,-129.091858937254,-0.12913305903038
"1480",14.8,39.2863183724451,-129.177621208767,-0.129219880018943
"1481",14.81,39.311593075316,-129.263381292506,-0.12930670037266
"1482",14.82,39.3368660954156,-129.349139187961,-0.129393520081326
"1483",14.83,39.3621374328029,-129.434894895586,-0.129480339160492
"1484",14.84,39.3874070875631,-129.520648414053,-0.129567157601575
"1485",14.85,39.4126750597578,-129.606399743634,-0.129653975404731
"1486",14.86,39.4379413494533,-129.692148884298,-0.12974079257851
"1487",14.87,39.4632059567271,-129.777895835244,-0.129827609109817
"1488",14.88,39.488468881641,-129.863640596736,-0.129914425009605
"1489",14.89,39.5137301242658,-129.94938316842,-0.130001240271525
"1490",14.9,39.5389896846766,-130.035123549676,-0.130088054905211
"1491",14.91,39.56424756294,-130.120861740445,-0.130174868893537
"1492",14.92,39.5895037591284,-130.206597740267,-0.130261682248596
"1493",14.93,39.6147582733019,-130.292331549529,-0.130348494968525
"1494",14.94,39.6400111055449,-130.378063166983,-0.130435307049966
"1495",14.95,39.6652622559096,-130.463792593522,-0.130522118504175
"1496",14.96,39.690511724483,-130.549519827739,-0.130608929319299
"1497",14.97,39.7157595113204,-130.635244870324,-0.130695739498518
"1498",14.98,39.7410056164989,-130.720967720526,-0.130782549043868
"1499",14.99,39.7662500400922,-130.806688377811,-0.130869357947017
"1500",15,39.7914927821685,-130.892406842022,-0.130956166225637
"1501",15.01,39.816733842783,-130.978123113858,-0.131042973861196
"1502",15.02,39.8419732220219,-131.063837191967,-0.131129780869026
"1503",15.03,39.8672109199525,-131.149549076241,-0.131216587230247
"1504",15.04,39.8924469366403,-131.235258766709,-0.13130339297102
"1505",15.05,39.9176812721569,-131.320966262983,-0.131390198069823
"1506",15.06,39.9429139265687,-131.406671565024,-0.131477002534134
"1507",15.07,39.9681448999531,-131.492374672067,-0.131563806365638
"1508",15.08,39.9933741923771,-131.578075584037,-0.131650609558337
"1509",15.09,40.0186018039018,-131.663774301246,-0.131737412123358
"1510",15.1,40.0438277346103,-131.749470822546,-0.131824214049519
"1511",15.11,40.0690519845659,-131.835165148122,-0.131911015340584
"1512",15.12,40.0942745538331,-131.920857278049,-0.131997815998304
"1513",15.13,40.119495442495,-132.006547211199,-0.132084616021522
"1514",15.14,40.1447146506162,-132.09223494765,-0.132171415410213
"1515",15.15,40.1699321782562,-132.177920487828,-0.132258214166998
"1516",15.16,40.1951480254994,-132.263603830513,-0.132345012290163
"1517",15.17,40.2203621924074,-132.349284975991,-0.132431809777121
"1518",15.18,40.2455746790508,-132.434963923951,-0.132518606631525
"1519",15.19,40.2707854855016,-132.520640673997,-0.132605402847978
"1520",15.2,40.2959946118331,-132.606315225634,-0.132692198433172
"1521",15.21,40.3212020581099,-132.691987578963,-0.132778993389555
"1522",15.22,40.3464078243968,-132.777657734059,-0.132865787706503
"1523",15.23,40.3716119107813,-132.8633256895,-0.13295258139237
"1524",15.24,40.3968143173223,-132.948991445753,-0.133039374440248
"1525",15.25,40.4220150440799,-133.034655003205,-0.133126166856958
"1526",15.26,40.4472140911423,-133.120316360401,-0.133212958644831
"1527",15.27,40.4724114585722,-133.205975517549,-0.133299749794812
"1528",15.28,40.4976071464323,-133.291632474873,-0.133386540316079
"1529",15.29,40.5228011548074,-133.377287231141,-0.133473330194416
"1530",15.3,40.5479934837481,-133.462939787362,-0.133560119446412
"1531",15.31,40.5731841333548,-133.54859014129,-0.133646908063152
"1532",15.32,40.5983731036665,-133.634238294693,-0.133733696047092
"1533",15.33,40.6235603947565,-133.719884247092,-0.133820483397148
"1534",15.34,40.6487460067208,-133.805527996529,-0.133907270120244
"1535",15.35,40.6739299396075,-133.891169544184,-0.133994056202334
"1536",15.36,40.6991121934823,-133.976808890083,-0.134080841656332
"1537",15.37,40.7242927684374,-134.062446032516,-0.134167626478111
"1538",15.38,40.7494716645197,-134.148080972737,-0.134254410664364
"1539",15.39,40.7746488818172,-134.233713709313,-0.134341194214804
"1540",15.4,40.799824420394,-134.319344242389,-0.134427977141366
"1541",15.41,40.8249982803129,-134.404972572166,-0.134514759432359
"1542",15.42,40.8501704616555,-134.490598697643,-0.13460154108773
"1543",15.43,40.8753409644883,-134.576222618799,-0.134688322114229
"1544",15.44,40.9005097888724,-134.661844335957,-0.134775102504755
"1545",15.45,40.9256769348946,-134.747463847777,-0.134861882264078
"1546",15.46,40.9508424026135,-134.833081154753,-0.134948661393327
"1547",15.47,40.976006192093,-134.918696257024,-0.135035439887161
"1548",15.48,41.0011683034277,-135.004309152756,-0.135122217749798
"1549",15.49,41.0263287366608,-135.089919843433,-0.135208994979387
"1550",15.5,41.0514874918756,-135.175528327946,-0.135295771585818
"1551",15.51,41.0766445691458,-135.261134605812,-0.1353825475489
"1552",15.52,41.1017999685352,-135.346738677185,-0.135469322880565
"1553",15.53,41.1269536901104,-135.432340542044,-0.135556097588451
"1554",15.54,41.1521057339537,-135.51794019935,-0.135642871656673
"1555",15.55,41.1772561001315,-135.603537649087,-0.135729645097957
"1556",15.56,41.2024047887035,-135.689132891673,-0.135816417911725
"1557",15.57,41.2275517997554,-135.77472592587,-0.135903190089705
"1558",15.58,41.2526971333474,-135.860316752052,-0.135989961631555
"1559",15.59,41.2778407895502,-135.945905369942,-0.136076732550212
"1560",15.6,41.3029827684349,-136.031491779221,-0.136163502828237
"1561",15.61,41.3281230700798,-136.117075979128,-0.136250272477806
"1562",15.62,41.3532616945463,-136.202657969965,-0.136337041502945
"1563",15.63,41.3783986419065,-136.288237751364,-0.136423809887719
"1564",15.64,41.4035339122337,-136.373815322883,-0.136510577646305
"1565",15.65,41.4286675055965,-136.45939068436,-0.136597344771892
"1566",15.66,41.4537994220693,-136.544963835293,-0.136684111272692
"1567",15.67,41.4789296617096,-136.630534776231,-0.136770877135627
"1568",15.68,41.5040582246018,-136.716103506028,-0.13685764237125
"1569",15.69,41.5291851108113,-136.801670024743,-0.136944406969968
"1570",15.7,41.5543103204097,-136.887234332043,-0.13703117094409
"1571",15.71,41.5794338534661,-136.972796427743,-0.137117934281405
"1572",15.72,41.6045557100502,-137.05835631164,-0.137204696999024
"1573",15.73,41.6296758902283,-137.143913983731,-0.137291459075261
"1574",15.74,41.6547943940845,-137.229469442886,-0.137378220535187
"1575",15.75,41.6799112216772,-137.31502268962,-0.137464981347254
"1576",15.76,41.7050263730785,-137.40057372357,-0.13755174153734
"1577",15.77,41.7301398483692,-137.486122543814,-0.137638501097724
"1578",15.78,41.7552516476065,-137.571669150942,-0.137725260024813
"1579",15.79,41.7803617708651,-137.657213544425,-0.137812018318427
"1580",15.8,41.8054702182298,-137.742755723096,-0.137898775991232
"1581",15.81,41.8305769897366,-137.828295688891,-0.137985533035452
"1582",15.82,41.8556820854938,-137.913833439147,-0.138072289433873
"1583",15.83,41.8807855055506,-137.999368974965,-0.138159045216042
"1584",15.84,41.9058872499793,-138.084902295973,-0.138245800362546
"1585",15.85,41.9309873188651,-138.170433400986,-0.13833255488521
"1586",15.86,41.956085712257,-138.255962291105,-0.13841930876979
"1587",15.87,41.9811824302481,-138.341488964655,-0.138506062029217
"1588",15.88,42.0062774728856,-138.427013422843,-0.13859281465679
"1589",15.89,42.0313708402596,-138.512535664189,-0.138679566658417
"1590",15.9,42.0564625324268,-138.598055689302,-0.138766318029419
"1591",15.91,42.0815525494715,-138.683573497073,-0.138853068768192
"1592",15.92,42.1066408914509,-138.769089088077,-0.138939818884228
"1593",15.93,42.1317275584475,-138.854602461322,-0.13902656836426
"1594",15.94,42.1568125505221,-138.940113617155,-0.13911331721556
"1595",15.95,42.1818958677437,-139.025622555424,-0.139200065433818
"1596",15.96,42.2069775101989,-139.111129274873,-0.139286813032096
"1597",15.97,42.2320574779485,-139.19663377587,-0.139373559998891
"1598",15.98,42.25713577106,-139.28213605834,-0.139460306329731
