"","beef","chicken","pork","farmedfish","total"
"Tax (USD/kg)",0.8446,0.0987,0.1231,0.1363,NA
"Δ Consumer price (USD/kg)",0.389068418905112,0.0770455503833158,0.145290386244891,0.248832352301488,NA
"Δ Consumer price (%)",0.0526379872426215,0.0168049273416616,0.0160902783309403,0.0134660471521762,NA
"Δ Producer price (USD/kg)",-0.455531581094887,-0.0216544496166842,0.0221903862448904,0.112532352301489,NA
"Δ Producer price (%)",-0.0616299457605985,-0.00472319881708382,0.00245748875875062,0.00608990731398594,NA
"Δ Consumption (kg)",-0.956530284261159,-0.0327192684130999,0.0358925643360237,0.022327855128105,-0.931029133210131
"Δ Consumption (%)",-0.0378146752016553,-0.00105994086075055,0.00162618263761101,0.00429563567819173,-0.0111589179963066
"Tax revenue (USD)",20.556451879797,3.04353662314002,2.72144078505256,0.711503426653961,27.0329327146436
"Δ Emissions (kg CO2-eq.)",-80.7885478086973,-0.322939179237267,0.441837466976438,0.304328665396085,-80.3653208555621
"Δ Emissions (%)",-0.0378146752016552,-0.00105994086075045,0.00162618263761096,0.00429563567819193,-0.0288703941917622
"Δ Direct deaths",-0.00504379916697509,-0.0303963970295769,0.000742932694486331,0.0134342007964361,-0.0212630627056295
"Δ Direct deaths (%)",-0.0378146752016553,-0.00105994086075053,0.001626182637611,0.00429563567819176,-0.000656366793484006
"Δ Total deaths",-0.00549814377605301,-0.0350856154407211,0.0299233590966814,0.132941182284313,0.12228078216422
"Δ Total deaths (%)",-0.0378146752016553,-0.00105994086075056,0.00162618263761096,0.00429563567819178,0.00148047163645661
"Δ Direct time in agriculture (days)",-5.53809148533867,-1.48942345444925,0.1248126926737,4.38118230081659,-2.52151994629763
"Δ Direct time in agriculture (%)",-0.0378146752016554,-0.00105994086075052,0.00162618263761096,0.00429563567819165,-0.000952122333872846
"Δ Total time in agriculture (days)",-5.6863376406435,-1.51620489956758,0.159871526431161,4.81370516122138,-2.22896585255855
"Δ Total time in agriculture (%)",-0.0378146752016553,-0.0010599408607506,0.00162618263761099,0.0042956356781918,-0.000796130249702575
"SCAU threshold (direct deaths)",NA,NA,NA,NA,NA
"SCAU threshold (total deaths)",NA,NA,NA,NA,0.657219551864114
"SCAU threshold (direct time)",NA,NA,NA,NA,NA
"SCAU threshold (total time)",NA,NA,NA,NA,NA
